0.0		0.0
1.000000e-03	2.418046e-02
1.002306e-03	2.420052e-02
1.004617e-03	2.422058e-02
1.006934e-03	2.424065e-02
1.009256e-03	2.426073e-02
1.011583e-03	2.428082e-02
1.013916e-03	2.430091e-02
1.016254e-03	2.432102e-02
1.018598e-03	2.434113e-02
1.020947e-03	2.436126e-02
1.023301e-03	2.438139e-02
1.025661e-03	2.440153e-02
1.028026e-03	2.442168e-02
1.030396e-03	2.444183e-02
1.032773e-03	2.446200e-02
1.035154e-03	2.448217e-02
1.037541e-03	2.450235e-02
1.039934e-03	2.452254e-02
1.042332e-03	2.454274e-02
1.044735e-03	2.456295e-02
1.047145e-03	2.458316e-02
1.049559e-03	2.460338e-02
1.051980e-03	2.462361e-02
1.054406e-03	2.464385e-02
1.056837e-03	2.466410e-02
1.059274e-03	2.468435e-02
1.061717e-03	2.470461e-02
1.064165e-03	2.472488e-02
1.066619e-03	2.474516e-02
1.069079e-03	2.476544e-02
1.071544e-03	2.478574e-02
1.074015e-03	2.480604e-02
1.076492e-03	2.482634e-02
1.078974e-03	2.484666e-02
1.081462e-03	2.486698e-02
1.083956e-03	2.488730e-02
1.086456e-03	2.490763e-02
1.088961e-03	2.492797e-02
1.091472e-03	2.494831e-02
1.093989e-03	2.496867e-02
1.096512e-03	2.498903e-02
1.099040e-03	2.500940e-02
1.101575e-03	2.502978e-02
1.104115e-03	2.505017e-02
1.106661e-03	2.507056e-02
1.109213e-03	2.509097e-02
1.111771e-03	2.511138e-02
1.114335e-03	2.513180e-02
1.116904e-03	2.515222e-02
1.119480e-03	2.517266e-02
1.122062e-03	2.519310e-02
1.124649e-03	2.521355e-02
1.127242e-03	2.523400e-02
1.129842e-03	2.525447e-02
1.132447e-03	2.527494e-02
1.135059e-03	2.529542e-02
1.137676e-03	2.531590e-02
1.140300e-03	2.533640e-02
1.142929e-03	2.535690e-02
1.145565e-03	2.537741e-02
1.148207e-03	2.539792e-02
1.150854e-03	2.541845e-02
1.153508e-03	2.543898e-02
1.156168e-03	2.545951e-02
1.158834e-03	2.548006e-02
1.161507e-03	2.550061e-02
1.164185e-03	2.552117e-02
1.166870e-03	2.554173e-02
1.169560e-03	2.556229e-02
1.172257e-03	2.558286e-02
1.174961e-03	2.560344e-02
1.177670e-03	2.562403e-02
1.180386e-03	2.564462e-02
1.183108e-03	2.566522e-02
1.185836e-03	2.568583e-02
1.188571e-03	2.570645e-02
1.191312e-03	2.572707e-02
1.194059e-03	2.574770e-02
