0.000000000000000000e+00 0.000000000000000000e+00
3.333333333333332138e-04 1.672592993520108026e-02
3.342244152829264726e-04 1.674513054469810996e-02
3.351178793136424714e-04 1.676434902534729154e-02
3.360137317933692522e-04 1.678358538283918067e-02
3.369119791070188910e-04 1.680283962283232388e-02
3.378126276565709203e-04 1.682211175095308167e-02
3.387156838611192749e-04 1.684140177279550010e-02
3.396211541569173404e-04 1.686070969392124488e-02
3.405290449974251164e-04 1.688003551985944178e-02
3.414393628533534514e-04 1.689937925610656907e-02
3.423521142127112604e-04 1.691874090812634998e-02
3.432673055808513861e-04 1.693812048134959308e-02
3.441849434805168946e-04 1.695751798117412640e-02
3.451050344518887263e-04 1.697693341296462391e-02
3.460275850526302560e-04 1.699636678205252230e-02
3.469526018579355406e-04 1.701581809373589604e-02
3.478800914605756681e-04 1.703528735327930130e-02
3.488100604709454332e-04 1.705477456591367527e-02
3.497425155171120714e-04 1.707427973683627032e-02
3.506774632448599830e-04 1.709380287121043188e-02
3.516149103177400098e-04 1.711334397416552563e-02
3.525548634171156220e-04 1.713290305079682302e-02
3.534973292422125750e-04 1.715248010616537977e-02
3.544423145101641202e-04 1.717207514529786594e-02
3.553898259560603367e-04 1.719168817318651385e-02
3.563398703329959984e-04 1.721131919478893421e-02
3.572924544121180621e-04 1.723096821502801551e-02
3.582475849826755954e-04 1.725063523879180605e-02
3.592052688520659632e-04 1.727032027093338556e-02
3.601655128458845930e-04 1.729002331627072647e-02
3.611283238079735468e-04 1.730974437958658976e-02
3.620937086004696599e-04 1.732948346562836195e-02
3.630616741038552274e-04 1.734924057910800302e-02
3.640322272170044078e-04 1.736901572470183480e-02
3.650053748572343435e-04 1.738880890705046811e-02
3.659811239603534072e-04 1.740862013075865355e-02
3.669594814807122145e-04 1.742844940039518439e-02
3.679404543912509484e-04 1.744829672049271960e-02
3.689240496835505343e-04 1.746816209554770058e-02
3.699102743678821877e-04 1.748804553002020548e-02
3.708991354732567454e-04 1.750794702833381386e-02
3.718906400474767076e-04 1.752786659487553036e-02
3.728847951571836713e-04 1.754780423399554881e-02
3.738816078879107514e-04 1.756775995000724871e-02
3.748810853441319124e-04 1.758773374718695590e-02
3.758832346493141724e-04 1.760772562977391126e-02
3.768880629459663923e-04 1.762773560197006956e-02
3.778955773956914257e-04 1.764776366794000573e-02
3.789057851792366973e-04 1.766780983181075529e-02
3.799186934965453769e-04 1.768787409767171026e-02
3.809343095668089093e-04 1.770795646957451161e-02
3.819526406285162368e-04 1.772805695153284455e-02
3.829736939395069254e-04 1.774817554752238305e-02
3.839974767770226098e-04 1.776831226148060244e-02
3.850239964377583307e-04 1.778846709730667192e-02
3.860532602379162029e-04 1.780864005886137469e-02
3.870852755132551254e-04 1.782883114996685475e-02
3.881200496191447753e-04 1.784904037440658564e-02
3.891575899306169988e-04 1.786926773592520390e-02
3.901979038424201835e-04 1.788951323822838765e-02
3.912409987690695663e-04 1.790977688498270048e-02
3.922868821449014423e-04 1.793005867981548734e-02
3.933355614241261294e-04 1.795035862631469761e-02
3.943870440808802799e-04 1.797067672802880184e-02
3.954413376092820128e-04 1.799101298846664254e-02
3.964984495234820340e-04 1.801136741109726422e-02
3.975583873577183337e-04 1.803173999934983354e-02
3.986211586663699637e-04 1.805213075661345201e-02
3.996867710240102709e-04 1.807253968623707269e-02
4.007552320254624090e-04 1.809296679152930243e-02
4.018265492858513256e-04 1.811341207575833945e-02
